CLAIMNUM,STATE,CLASS,PAID
14329,STATE 04,C7B,3894.92
32667,STATE 06,C11,3884.72
17840,STATE 15,C7A,3807.25
9246,STATE 15,C7C,3806.43
1062,STATE 02,C1 ,3781.2
26534,STATE 02,C11,3740.25
24754,STATE 04,C71,3716.08
20717,STATE 02,C71,3513.56
18773,STATE 06,C72,3473.16
24574,STATE 07,C7B,3435.92
17275,STATE 13,C1 ,3410.38
17933,STATE 06,C1 ,3325
22886,STATE 15,C1B,3261.98
25475,STATE 15,C1 ,3174.5
29420,STATE 12,C1B,3159.02
11890,STATE 15,C1B,3151.33
14863,STATE 15,C11,3078.75
16842,STATE 10,C7B,3069.44
7748,STATE 17,C7B,2988.99
3677,STATE 15,C1B,2972.34
7241,STATE 15,C71,2900
23893,STATE 02,C7B,2895.88
16924,STATE 06,C7B,2860.33
9604,STATE 06,C7B,2822.8
20718,STATE 02,C7 ,2807.69
1415,STATE 17,C7 ,2803.84
12944,STATE 12,C7B,2784.48
18819,STATE 02,C1B,2777.68
15589,STATE 02,C11,2750.76
25137,STATE 14,C11,2739.23
19933,STATE 04,C7 ,2677.34
34245,STATE 13,C1B,2624.89
32207,STATE 10,C71,2621.45
18985,STATE 12,C11,2610.87
13957,STATE 15,C11,2503.62
17791,STATE 02,C1B,2464.83
6869,STATE 17,C7B,2398.34
21633,STATE 02,C7 ,2326.16
23098,STATE 15,C7 ,2300.47
18961,STATE 15,C7 ,2265.75
13930,STATE 17,C71,2255.61
32944,STATE 15,C11,2211.92
23571,STATE 02,C1 ,2176.78
481,STATE 01,C11,2106.17
7769,STATE 15,C1A,2075.62
640,STATE 17,C7 ,2043.98
28653,STATE 15,C1B,2005.64
22179,STATE 04,C7C,1993.9
17020,STATE 06,C71,1920.9
28784,STATE 02,C7C,1906.05
7157,STATE 02,C71,1904.13
9704,STATE 12,C1B,1854.96
18671,STATE 01,F71,1805.62
10591,STATE 17,F71,1789.08
12980,STATE 03,C7 ,1757
7135,STATE 02,C1 ,1751.3
14050,STATE 15,C71,1750
14130,STATE 07,C71,1735
11701,STATE 06,C1C,1730.95
1063,STATE 15,C7 ,1662.83
13906,STATE 03,C71,1650
33498,STATE 12,C1 ,1625.78
23984,STATE 02,C1B,1617.41
32637,STATE 13,C1 ,1584.11
20894,STATE 15,C7B,1580.14
28368,STATE 17,C71,1577.67
23339,STATE 15,C2 ,1543.47
20990,STATE 02,C7 ,1533.74
13491,STATE 12,C71,1533.42
29187,STATE 10,C71,1498.19
23543,STATE 17,C71,1477.9
15436,STATE 04,C7B,1475.99
32480,STATE 06,C7 ,1431.47
1608,STATE 02,C1B,1414.86
17416,STATE 04,C71,1403.93
19228,STATE 15,C1C,1400
34035,STATE 04,C7 ,1386.93
27945,STATE 04,C7C,1377.44
26773,STATE 10,C1 ,1376.94
481,STATE 02,C11,1371.51
21682,STATE 12,C11,1355.95
19414,STATE 02,C11,1350
24672,STATE 15,C1B,1347.45
29702,STATE 02,C7B,1336
7263,STATE 02,C1B,1326.22
23524,STATE 10,C1 ,1316.5
4695,STATE 04,C7B,1315.58
8354,STATE 06,C7B,1314.5
32594,STATE 17,C71,1297.5
3087,STATE 02,C71,1296.47
24745,STATE 04,C7A,1282.26
24754,STATE 15,C7B,1250.76
16453,STATE 02,C7 ,1242.77
13930,STATE 15,C7 ,1233.97
1092,STATE 02,C1B,1214.09
2616,STATE 13,C7B,1209.99
31816,STATE 15,C11,1182.44
21809,STATE 06,C71,1175.21
32637,STATE 15,C11,1165.61
26506,STATE 06,C1B,1156.66
31279,STATE 15,C11,1141.08
5718,STATE 10,C1B,1122.95
22002,STATE 15,C71,1120.62
10479,STATE 02,C11,1112.82
7972,STATE 03,C11,1109.18
1335,STATE 01,C11,1107.57
2159,STATE 15,C7B,1103.19
23963,STATE 06,C71,1100.94
24106,STATE 15,C7B,1100.68
20001,STATE 04,C7B,1098.9
14633,STATE 15,C72,1096.33
22159,STATE 06,C1 ,1091.96
28551,STATE 15,C11,1087.29
22704,STATE 17,F71,1085.72
26452,STATE 07,C71,1064.4
25562,STATE 12,C1 ,1046.66
33137,STATE 12,C1B,1028.02
10256,STATE 15,C7B,1015.37
26379,STATE 10,C71,1006.99
28795,STATE 03,C7B,991.74
12239,STATE 15,C7A,987.43
27202,STATE 15,C11,985.97
30306,STATE 15,C7 ,982.45
30490,STATE 06,C1B,976.89
13090,STATE 15,C1B,968.9
18983,STATE 02,C7B,966.22
7477,STATE 06,C7B,961.35
22286,STATE 17,C71,952.72
34055,STATE 15,C11,949.82
19998,STATE 15,C7 ,922.51
7217,STATE 02,C1 ,919.34
32228,STATE 17,C71,908
3572,STATE 15,C71,908
22136,STATE 15,C71,902.67
32182,STATE 17,C71,884.77
25680,STATE 15,C72,878.58
24744,STATE 04,C7 ,874.92
9811,STATE 02,C71,852.08
7241,STATE 02,C1B,837.84
18157,STATE 06,C7 ,831.53
16126,STATE 17,C71,829.94
13412,STATE 02,C11,810.88
27039,STATE 10,C7B,807.85
32259,STATE 12,C2 ,806.73
29169,STATE 04,C71,800.69
5748,STATE 15,C72,785.41
269,STATE 12,C1B,784.92
581,STATE 17,C7B,782.76
23764,STATE 10,C11,780.15
12454,STATE 02,C71,780
14101,STATE 15,C71,768.91
11272,STATE 17,C7 ,766.17
18619,STATE 04,C7 ,759.63
7386,STATE 02,C1B,754.76
12478,STATE 17,C71,748.78
34189,STATE 07,C7 ,746.07
10945,STATE 15,C1A,735.16
5718,STATE 10,C7B,729.24
136,STATE 02,C11,727.54
11308,STATE 15,C1 ,720.9
31775,STATE 02,C71,718.1
22001,STATE 15,C7B,716.76
19422,STATE 02,C7 ,709.61
23129,STATE 06,C1A,704.81
20141,STATE 12,C71,691.23
27954,STATE 15,C1 ,686.81
32582,STATE 02,C7 ,684.61
33750,STATE 10,C7B,679.12
11579,STATE 12,C1 ,675.65
7263,STATE 15,C71,674.94
10945,STATE 15,C7 ,661.37
31998,STATE 15,C2 ,659.77
8939,STATE 02,C2 ,651.3
2122,STATE 15,C2 ,643.3
15022,STATE 17,C71,634.73
30431,STATE 07,C71,630.15
26546,STATE 03,C7 ,626.98
7309,STATE 15,C7B,625.93
9410,STATE 03,C11,623.17
9600,STATE 04,C7 ,622.49
18576,STATE 15,C1B,599.8
33173,STATE 02,C1 ,596.15
33841,STATE 15,C7 ,594.12
22728,STATE 02,C71,586.43
9920,STATE 06,C7B,581.44
25455,STATE 17,C7 ,580.33
18774,STATE 10,C7C,578.78
25574,STATE 15,C1A,573.27
25198,STATE 13,C71,570.75
13334,STATE 02,C1B,560.62
9246,STATE 15,C71,549.26
13236,STATE 15,C1 ,545.69
21632,STATE 06,C1B,541.8
11933,STATE 13,C7B,537.28
13304,STATE 15,C7 ,534.92
32096,STATE 15,C7 ,532.12
8647,STATE 15,C7A,530.33
16445,STATE 13,C1 ,528.89
16543,STATE 02,C71,523.89
27960,STATE 02,C1B,523.32
29720,STATE 01,C7 ,516.68
32036,STATE 14,C71,514.68
11016,STATE 06,C72,489.76
6024,STATE 15,C7B,489.51
2846,STATE 07,C7B,485.38
852,STATE 02,C7A,483.1
19480,STATE 15,C11,473.25
8938,STATE 15,C11,469.36
3298,STATE 15,C7 ,451.75
32594,STATE 13,C1B,445.85
14084,STATE 17,C71,443.19
16220,STATE 02,C71,441.4
29414,STATE 15,C7B,440.51
23501,STATE 03,C11,439.95
3939,STATE 04,C7A,437.77
5642,STATE 02,C71,437.34
25406,STATE 02,F7 ,435.51
27638,STATE 07,C71,422.54
26916,STATE 03,C7B,417.39
9082,STATE 15,C71,414.23
248,STATE 01,C7 ,412.16
28551,STATE 04,C7 ,410.4
14084,STATE 02,C1B,409.91
32784,STATE 15,C1C,403.78
18985,STATE 17,C71,383.63
19852,STATE 04,C71,378.52
28791,STATE 15,C71,360.36
6331,STATE 07,C7 ,357.72
28954,STATE 04,C7B,342.04
15414,STATE 12,C7 ,331.45
2349,STATE 02,C1B,324.9
19578,STATE 03,C71,324.43
3699,STATE 17,C7 ,306.7
21562,STATE 06,C7A,305.48
250,STATE 12,C1 ,298.22
5208,STATE 15,C7B,286
32102,STATE 02,C7 ,272.89
32798,STATE 15,C11,265.23
1470,STATE 15,C7 ,263.34
13233,STATE 02,C71,262.18
34253,STATE 04,C7B,243
12847,STATE 04,C7 ,235.84
26247,STATE 15,C71,233.78
18847,STATE 15,C7 ,227.72
24744,STATE 15,C1 ,226.27
838,STATE 12,C1B,225
8831,STATE 03,C71,225
23200,STATE 13,C11,224.27
10226,STATE 15,C72,218.01
6543,STATE 02,C11,200
24532,STATE 15,C71,194.44
33328,STATE 06,C11,172.26
19619,STATE 02,C11,164.74
2314,STATE 15,C7B,142.74
3572,STATE 04,C7B,140.04
30431,STATE 15,C7B,120
21682,STATE 15,C7 ,65.45
13090,STATE 02,C1B,65
27960,STATE 04,C71,11669.62
19480,STATE 13,C11,11599.69
15457,STATE 03,C71,11334.49
22057,STATE 02,C1 ,10271.83
12510,STATE 17,C7B,10067.47
32222,STATE 04,C71,9319.94
2492,STATE 15,C11,9200.62
10226,STATE 15,C7B,8938.81
15143,STATE 01,C71,8170.69
251,STATE 15,C11,8107.8
19998,STATE 06,C7 ,7966.3
5949,STATE 06,C7 ,7676.44
26070,STATE 04,C7B,7354.57
15599,STATE 17,C71,7328.82
30557,STATE 06,C7C,7273.75
14740,STATE 15,C11,7173.95
8831,STATE 12,C1B,6872.31
21942,STATE 02,C7B,6792.72
7135,STATE 15,C1 ,6400.16
11272,STATE 13,C7B,6055.76
3792,STATE 15,C7 ,5910.75
32182,STATE 04,C7B,5572.45
33883,STATE 12,C71,5491.15
26919,STATE 15,C1 ,5278.9
34131,STATE 02,C7A,4681
13991,STATE 06,C1B,4669.41
1530,STATE 02,C7B,4617.24
25150,STATE 17,C71,4334.51
27711,STATE 12,C7B,4165.44
6642,STATE 04,C7 ,4150.59
7769,STATE 06,C11,4149.24
14404,STATE 06,C7B,4144.16
19852,STATE 02,C71,4060.6
2009,STATE 17,C7B,4018.01
23501,STATE 06,C71,4010
9608,STATE 15,C1C,3845.11
21310,STATE 06,C7 ,3700.96
28148,STATE 02,C1B,3648
20907,STATE 10,C7B,3605.2
9378,STATE 02,C7B,3569.77
11308,STATE 17,C71,3326.03
28737,STATE 17,F7 ,3295.23
10308,STATE 06,C11,3205.33
17133,STATE 15,C1B,3190.13
25401,STATE 04,F71,3174.71
34035,STATE 15,C1B,3173.7
21379,STATE 10,C1B,3161.97
9661,STATE 07,C71,2992.53
29465,STATE 15,C2 ,2957.68
17098,STATE 02,C1B,2916
6492,STATE 17,C71,2883.9
18774,STATE 02,C71,2878.33
26080,STATE 04,C7 ,2770.7
21354,STATE 10,C71,2748.47
7671,STATE 13,C11,2734.19
14697,STATE 03,C71,2653.78
11914,STATE 04,C7 ,2628.09
14147,STATE 02,C1 ,2618.35
15511,STATE 02,C11,2565.47
22687,STATE 15,C7B,2500
361,STATE 07,C71,2399.38
33047,STATE 15,C11,2358.47
31165,STATE 04,C7 ,2330.86
4231,STATE 15,C7B,2281.34
2991,STATE 17,C7B,2228.07
31165,STATE 02,C1B,2203.89
33468,STATE 10,C11,2200.97
641,STATE 15,C7B,2188.15
23308,STATE 13,C1 ,2187.3
617,STATE 02,C7C,2144.87
3974,STATE 15,C7B,2141.37
31752,STATE 02,C1B,2105.55
1918,STATE 15,C7 ,2100.56
20471,STATE 17,C71,1922.4
5900,STATE 15,C1B,1916.44
1996,STATE 10,C7 ,1913.63
12545,STATE 15,C7A,1910
27560,STATE 06,C7B,1902.51
30557,STATE 03,C7B,1900
9224,STATE 13,C1C,1809.29
17163,STATE 02,C1B,1784.36
30634,STATE 12,C71,1746.08
915,STATE 06,C11,1702.78
28342,STATE 15,C11,1701.53
17985,STATE 07,C71,1700
251,STATE 14,F7 ,1699.46
15670,STATE 10,C1 ,1694.95
19578,STATE 15,C71,1683.05
26769,STATE 04,C7 ,1675.85
14084,STATE 02,C1B,1663.43
7135,STATE 06,C1B,1646
5954,STATE 17,C7 ,1643.2
24233,STATE 01,C1 ,1623.65
10206,STATE 15,C7B,1611.28
7605,STATE 04,C7 ,1607.19
3810,STATE 15,C1 ,1595.62
19901,STATE 14,C1 ,1585.63
19630,STATE 01,C11,1568.21
17488,STATE 02,C7B,1546.18
8434,STATE 13,C11,1533.8
19686,STATE 15,C71,1522.57
11117,STATE 15,C7B,1519.87
20278,STATE 04,C7 ,1519.76
25150,STATE 15,C1 ,1514.75
12474,STATE 02,C11,1514.52
11195,STATE 15,C7C,1500
8699,STATE 03,F71,1493.44
18204,STATE 15,C71,1486.05
8673,STATE 06,C1B,1464.16
34220,STATE 15,C7B,1442.47
5284,STATE 12,C1 ,1442.32
5252,STATE 13,C11,1406.98
19885,STATE 02,C1B,1400
23571,STATE 02,C71,1383.07
33328,STATE 06,C1A,1371.76
23101,STATE 01,C11,1367.13
16755,STATE 02,C11,1353
7217,STATE 06,C7C,1339.86
18824,STATE 15,C71,1338.85
29683,STATE 06,C1 ,1338.36
32026,STATE 06,C11,1324.74
23180,STATE 04,C7B,1317.3
30085,STATE 15,C7 ,1294.25
24521,STATE 06,C1 ,1257.9
13571,STATE 10,C1 ,1245.25
29683,STATE 15,C7B,1240.74
27560,STATE 13,C72,1231.25
10575,STATE 12,C7B,1222.6
24521,STATE 17,C71,1220.72
10884,STATE 04,C71,1217.24
4593,STATE 02,C7B,1212.65
20148,STATE 04,C7B,1201.33
26347,STATE 02,C7 ,1189.83
18783,STATE 02,C7 ,1179.49
11134,STATE 15,C7B,1151.46
13608,STATE 01,C1 ,1143.37
33466,STATE 02,C7 ,1142.28
20790,STATE 07,C71,1141.11
12091,STATE 14,F7 ,1133.6
1608,STATE 17,C7B,1123.07
11016,STATE 15,C7C,1111.39
32118,STATE 17,C7 ,1101.36
24106,STATE 15,C7B,1100.39
20718,STATE 04,C71,1097.92
6791,STATE 02,C7C,1095.07
25383,STATE 17,C71,1093.36
33513,STATE 15,C11,1084
24532,STATE 15,C7B,1074.51
3093,STATE 15,C7B,1049.61
27812,STATE 02,C71,1039.44
32711,STATE 04,C7B,1038.07
6024,STATE 06,C1 ,1012.67
11656,STATE 02,C11,1011
25285,STATE 06,C11,1004.35
30793,STATE 06,C1 ,1000
640,STATE 17,C7B,994.78
19228,STATE 02,C7 ,989.94
12920,STATE 03,C1C,984.28
30908,STATE 06,C1B,972.02
26310,STATE 15,C72,947.26
26080,STATE 02,C7B,936.38
23501,STATE 02,C7B,925
3257,STATE 15,C7C,891.42
9544,STATE 03,C11,883.52
30588,STATE 01,C11,881.44
2616,STATE 14,C71,873.68
7723,STATE 02,C1 ,865.47
21441,STATE 10,C1B,860.89
16462,STATE 01,C7 ,857.65
20167,STATE 02,C1 ,855.93
20850,STATE 06,C1 ,853.65
7005,STATE 02,C11,851.8
32182,STATE 15,C1A,849.66
11768,STATE 03,C71,843.54
24461,STATE 12,C2 ,838.65
23893,STATE 02,C7B,803.57
33328,STATE 17,C7 ,803.39
23191,STATE 15,C11,803.25
30919,STATE 17,C7 ,803.22
2309,STATE 15,C7C,801.28
22001,STATE 15,C1B,800.89
2939,STATE 15,C7B,781.78
2020,STATE 02,C7B,759.89
4188,STATE 07,C71,752.3
15551,STATE 03,C7B,752.1
21084,STATE 02,C7B,750
28089,STATE 15,C71,750
25902,STATE 13,C7 ,744.87
7707,STATE 13,C7B,741.13
26452,STATE 10,C71,733.78
8999,STATE 02,C7 ,731.99
28887,STATE 02,C11,701.3
21533,STATE 15,C1B,692.58
29133,STATE 15,C1B,688.76
19480,STATE 13,C1B,681.24
18950,STATE 07,C7 ,681.04
13071,STATE 02,C1C,677.29
21766,STATE 07,C71,676.5
28220,STATE 01,C7 ,675
20191,STATE 06,C1 ,672.39
10115,STATE 02,C71,669.9
33137,STATE 12,C7B,665.44
31880,STATE 15,C71,659.98
22711,STATE 12,C11,659.17
22537,STATE 06,C1 ,659.13
25693,STATE 04,C71,650.38
12581,STATE 15,C7B,640.09
21533,STATE 10,C11,636.71
19293,STATE 07,C72,636.33
22179,STATE 17,C7B,622.27
19964,STATE 13,C7 ,614.92
31507,STATE 13,C7B,608.83
12598,STATE 07,C71,595
17098,STATE 15,C7 ,592.02
32026,STATE 13,C11,591.67
9827,STATE 03,C1 ,587.86
3443,STATE 07,C7 ,587.74
2991,STATE 06,C71,580.05
24758,STATE 04,C7 ,573.03
17286,STATE 02,C7B,572.77
25606,STATE 06,C71,563.86
24228,STATE 15,C1 ,555.58
10945,STATE 15,C1B,547.85
28110,STATE 04,C71,547.09
12318,STATE 03,C11,538.41
6976,STATE 03,C71,525
10565,STATE 12,C1B,520.88
31389,STATE 02,C7 ,520.5
26676,STATE 02,C7 ,520.33
26870,STATE 03,C7C,518.87
28753,STATE 15,C1 ,513.84
29762,STATE 04,C7 ,511.92
13304,STATE 15,C7B,505.11
3874,STATE 15,C11,493.79
2325,STATE 04,C7 ,486.16
7138,STATE 17,C7B,485.77
33466,STATE 15,C11,477.36
3546,STATE 06,C7B,466.36
24745,STATE 02,C11,464.93
28368,STATE 15,C11,458.82
3291,STATE 15,C7B,450.54
8472,STATE 14,F7 ,441.49
1740,STATE 03,C71,439.97
22108,STATE 15,C7A,436.76
12121,STATE 17,C7B,431.98
22933,STATE 02,C1 ,431.5
18233,STATE 04,C71,427.94
32905,STATE 02,C2 ,426.1
13304,STATE 03,C7B,424.28
4682,STATE 10,C11,423.75
11332,STATE 03,C1B,422.95
20940,STATE 15,C7C,416.2
3147,STATE 15,C7 ,412.83
18563,STATE 12,C2 ,410.5
7351,STATE 07,C71,410.14
155,STATE 14,C71,402.8
28984,STATE 15,C7 ,376.99
23879,STATE 02,C11,350.17
28663,STATE 15,C11,344.1
15457,STATE 07,C7B,342.42
19431,STATE 10,C1B,341
28455,STATE 11,C1 ,337.96
19630,STATE 15,C71,334.53
17275,STATE 15,C1B,325.36
28737,STATE 02,C7C,323.77
17416,STATE 02,C7 ,319.73
8434,STATE 06,C7C,318.09
3921,STATE 15,C71,312.97
28157,STATE 04,C7B,302.1
4844,STATE 15,C71,300
10545,STATE 15,F71,299.74
7241,STATE 06,C7B,289
32751,STATE 04,C7B,288.43
20790,STATE 15,C1 ,287.03
26316,STATE 02,C11,280.67
2568,STATE 15,C7B,274.3
34204,STATE 17,C71,266.05
23069,STATE 02,C11,259.43
272,STATE 10,C71,228.05
11912,STATE 14,C71,206.7
8699,STATE 06,C71,186.56
22057,STATE 17,C7 ,165
30913,STATE 15,C1C,150
18233,STATE 04,F71,142.2
30548,STATE 04,C71,113.92
21750,STATE 04,C7B,113.33
7197,STATE 02,C1B,97.04
19330,STATE 15,C7 ,84.79
24692,STATE 14,C1B,74.72
23380,STATE 02,C1C,53.8
33307,STATE 03,F7 ,50
640,STATE 15,C1 ,47.76
16665,STATE 02,C71,41.75
376,STATE 04,C7 ,32
27954,STATE 15,C11,31.57
29683,STATE 04,C7B,16208.05
25150,STATE 04,C7B,16175
13143,STATE 01,C1 ,15845
4202,STATE 15,C7C,14908.67
20487,STATE 13,C11,12091.48
4202,STATE 15,C72,10154.37
27470,STATE 06,C7B,9668.22
22962,STATE 10,C71,8869.98
26239,STATE 15,C11,7964.72
31279,STATE 04,C71,7571.58
23675,STATE 17,C71,7524.01
28990,STATE 12,C11,7136.8
24532,STATE 02,C7 ,6832.98
21084,STATE 12,C7C,6210.85
8397,STATE 15,C1A,6055.33
29187,STATE 02,C71,5882
20301,STATE 10,C1B,5811.16
18065,STATE 02,C1 ,5671.92
942,STATE 15,C72,5598.05
25235,STATE 15,C1B,5482.68
2054,STATE 02,C7B,5370.19
11656,STATE 15,C11,5143.65
33750,STATE 10,C7 ,4872.03
8416,STATE 13,C1B,4809.75
31998,STATE 15,C7 ,4536.19
12670,STATE 15,C1B,4234.65
20050,STATE 10,C11,4171.55
10206,STATE 17,C7 ,4155.69
31383,STATE 15,C1 ,4120.68
31858,STATE 17,C7 ,4118.55
4844,STATE 06,C7B,4112.56
32784,STATE 04,C7B,4078.3
28607,STATE 15,C1B,4000
5956,STATE 15,C71,3942.63
14565,STATE 06,C1 ,3820.68
14697,STATE 07,C71,3740.13
10870,STATE 13,C1B,3696
1590,STATE 02,C7C,3675
3257,STATE 01,C1 ,3660.97
14101,STATE 12,C1B,3626.77
16462,STATE 03,C7 ,3570.96
8420,STATE 15,C72,3332.79
3902,STATE 12,C11,3321.59
23802,STATE 15,C71,3302.34
14141,STATE 10,C7B,3285.5
3763,STATE 07,C71,3283.81
16568,STATE 15,C11,3265.31
33168,STATE 02,C71,3240
21633,STATE 04,C7B,3239.11
7138,STATE 04,C7B,3211.1
26023,STATE 04,C72,3204.38
27296,STATE 15,C1 ,3199.62
30306,STATE 14,C11,3100.58
7382,STATE 13,C71,3085.09
16842,STATE 15,C1B,3070.28
4970,STATE 03,C7B,3043.57
28310,STATE 02,F1 ,3038.81
17275,STATE 17,C7A,3022.65
5992,STATE 13,C7B,3021.88
23016,STATE 14,F71,2965.24
22687,STATE 04,F71,2941.5
19877,STATE 13,C11,2908.31
32013,STATE 15,C1 ,2895.89
700,STATE 12,C7 ,2873.55
22361,STATE 04,C71,2802.98
6642,STATE 15,C1C,2713.54
19852,STATE 15,C7B,2710.63
22002,STATE 15,C11,2668.81
22286,STATE 17,C7 ,2634.39
30683,STATE 06,C7 ,2594.2
26070,STATE 15,C7 ,2563.43
1354,STATE 15,C7 ,2558.85
1078,STATE 10,C1 ,2528.7
16462,STATE 02,C11,2520.09
3087,STATE 17,C71,2500.47
7123,STATE 10,C71,2482.18
412,STATE 17,F71,2442.97
18563,STATE 03,F11,2420.85
18065,STATE 17,C72,2384.36
4517,STATE 03,C11,2372.51
25285,STATE 04,C71,2348.28
22446,STATE 15,C71,2319.89
25438,STATE 06,C1B,2313.46
11272,STATE 10,C11,2305.79
15161,STATE 13,C1B,2268.35
3915,STATE 06,C11,2264.77
2741,STATE 13,C11,2262.15
14998,STATE 15,C71,2255.89
32594,STATE 02,C71,2231.99
21455,STATE 04,C71,2148.8
19895,STATE 02,C71,2127.22
4066,STATE 02,C7 ,2100
27248,STATE 13,C11,2095.41
13034,STATE 17,C7B,2094.49
17732,STATE 10,C7B,2040.35
28942,STATE 02,C11,2027.99
30548,STATE 14,C71,2011.49
24594,STATE 07,C71,1987.68
5287,STATE 06,C1 ,1978.97
23922,STATE 06,C11,1967.97
12478,STATE 15,C71,1962.91
11301,STATE 15,C1 ,1907.39
23098,STATE 15,C7 ,1869.49
16408,STATE 03,C71,1836.11
31383,STATE 13,C1 ,1788.06
2289,STATE 15,C7 ,1787.42
10226,STATE 06,C11,1770.63
250,STATE 03,C7B,1769.15
7776,STATE 15,C71,1764.12
30925,STATE 15,C11,1758.73
1505,STATE 14,C7 ,1722.29
23697,STATE 06,C7A,1720.09
22108,STATE 04,C7B,1712.08
4780,STATE 15,C1 ,1694.74
14366,STATE 15,C1B,1665.54
19933,STATE 15,C1 ,1640.69
13748,STATE 15,C7C,1637.69
19204,STATE 12,C7B,1625.17
152,STATE 15,C2 ,1625
22199,STATE 17,C71,1620.73
10862,STATE 15,C7B,1579.72
18698,STATE 02,C72,1577.23
33150,STATE 15,C7B,1573.23
14404,STATE 06,C11,1541.52
19204,STATE 15,C1 ,1530.84
29490,STATE 15,C71,1523.72
19423,STATE 04,C7C,1513.5
17144,STATE 07,C7 ,1492.96
28945,STATE 17,C71,1478.53
26798,STATE 06,C11,1460.1
16697,STATE 15,C7 ,1450
17363,STATE 06,C1 ,1445.96
5359,STATE 07,C7 ,1401.84
28368,STATE 15,C7B,1400.81
25680,STATE 15,C11,1400.4
28310,STATE 07,C71,1391.13
17397,STATE 15,C7B,1376.27
26239,STATE 02,C11,1373.47
31675,STATE 02,C11,1372.21
21455,STATE 10,C71,1315.06
11627,STATE 15,C7C,1307.41
21369,STATE 15,C72,1298.91
26869,STATE 12,C1A,1294.87
22687,STATE 06,C11,1266.11
32591,STATE 17,C7B,1263.16
24706,STATE 17,C7 ,1240.42
23548,STATE 02,C7B,1238.39
5730,STATE 15,C11,1234.08
8999,STATE 06,C11,1229
25060,STATE 12,C7B,1226.12
29273,STATE 06,C1 ,1222.12
32594,STATE 06,C71,1194.96
15432,STATE 06,C71,1190.97
7769,STATE 15,F71,1177.49
26697,STATE 15,C7 ,1162.61
15436,STATE 06,C1C,1156.4
16408,STATE 04,F7 ,1151.64
27039,STATE 01,C71,1144.92
18783,STATE 02,C7A,1139.93
23020,STATE 15,C11,1123.1
20990,STATE 15,C71,1086.61
22159,STATE 13,C7B,1085.43
12003,STATE 15,C71,1071.9
9653,STATE 12,C1A,1059.72
15848,STATE 02,C1 ,1057.79
13978,STATE 15,C7B,1045.28
479,STATE 04,C71,1044.7
12318,STATE 17,C7 ,1035.59
19264,STATE 15,C71,1028.9
14262,STATE 15,C7B,1014.09
5954,STATE 15,C2 ,1007.02
21779,STATE 15,C71,996.19
33150,STATE 02,C71,975.43
22114,STATE 06,C1B,967.19
20487,STATE 02,C7 ,962.15
25659,STATE 07,C7B,961.26
2879,STATE 12,C1B,952.64
5882,STATE 10,C1B,951.8
27739,STATE 02,C7B,949.22
18674,STATE 02,C7B,948.53
18396,STATE 15,C72,942.38
29075,STATE 02,C1 ,937.31
12598,STATE 06,C7B,930.88
24772,STATE 13,C1B,927.36
18175,STATE 17,C7C,919.99
13818,STATE 06,C7 ,913.34
26456,STATE 03,C71,913.08
3067,STATE 04,C71,896.83
13143,STATE 15,C71,896.16
16605,STATE 02,C1A,895.01
20148,STATE 02,C71,894.54
24758,STATE 04,C7 ,894.35
12286,STATE 15,C11,888.6
2002,STATE 02,C71,880.5
26338,STATE 02,C7B,877.83
71,STATE 15,C71,871.59
10117,STATE 03,C1 ,868.7
32532,STATE 17,C71,865.15
18847,STATE 17,C7B,850.29
14806,STATE 02,C71,848.25
21976,STATE 06,C1 ,837.33
17185,STATE 15,C1B,831.03
22190,STATE 15,C71,828.26
5639,STATE 15,C7 ,816.3
27714,STATE 10,C7B,810
25898,STATE 04,C7 ,806.24
14845,STATE 02,C7B,800
32518,STATE 03,C71,800
32022,STATE 10,C1 ,797.04
10862,STATE 03,C7 ,789.28
155,STATE 15,C1C,783.29
19212,STATE 03,C11,779.49
2002,STATE 15,C7 ,778.22
3252,STATE 15,C71,777.74
30826,STATE 15,C7 ,775
2020,STATE 07,C7B,771.06
2027,STATE 15,C7B,765.49
11936,STATE 03,C1 ,763.53
16379,STATE 15,C7B,762.63
18783,STATE 15,C71,755.29
5514,STATE 03,C11,752.32
6690,STATE 15,C11,750
3384,STATE 02,C1B,744.69
28753,STATE 13,C1B,741
5492,STATE 07,C71,739.14
17709,STATE 03,C7B,732.64
7217,STATE 15,C7B,727.11
2691,STATE 06,C71,727.02
21441,STATE 04,C7 ,721.25
23404,STATE 02,C7B,720.61
29171,STATE 17,C7A,717.05
4593,STATE 15,C71,708.94
3668,STATE 06,C7B,706.04
16543,STATE 02,C71,675
14262,STATE 03,C7C,675
21310,STATE 15,C1B,674.44
8400,STATE 02,C1B,671.72
29414,STATE 04,C7B,669.45
27265,STATE 15,C72,663.88
4237,STATE 07,C7 ,650
32056,STATE 04,C7 ,648.93
14174,STATE 15,C1 ,647
20000,STATE 06,C1 ,631.71
14141,STATE 04,C7C,628.83
18698,STATE 06,C7B,627.8
33330,STATE 15,C7 ,627.19
11272,STATE 02,C7 ,613.22
18204,STATE 15,C71,612.29
1671,STATE 15,C7 ,600
27303,STATE 03,C1B,597.08
22582,STATE 14,C11,596.1
2758,STATE 02,C7 ,589.6
30948,STATE 10,C1B,588.47
8939,STATE 15,C1A,588.32
29857,STATE 15,C1 ,578.97
2122,STATE 15,C71,564.22
1354,STATE 15,F1 ,562.82
11117,STATE 06,C7C,558.45
